sample	population	population_proportion	who_id	strain_code	clioc_id	other_id1	other_id2	source_geographic_region	country_code	source_country	source_state_or_region	source_town	host_code	host_species	coverage	coverage_rounded	...16	host_species_clean
SRR16972322	LI12	0.99988	MHOM/BR/2019/M13	M13	NA	M13	M13	Americas	BR	Brazil	Maranhão	NA	MHOM	NA	3.29142858090373	3	NA	NA
SRR8608748	LI7	0.999879	MHOM/HN/2017/M32502/Amapala	M32502	NA	SRR8608748	6445_Honduras	Americas	HN	Honduras	NA	NA	MHOM	NA	4.06365606740446	4	DUPLICATE	NA
ERR205787	LI7	0.99988	MHOM/PA/78/WR285	WR285	NA	ERR205787	WR285	Americas	PA	Panama	NA	NA	MHOM	NA	3.70596046579571	4	DUPLICATE	NA
ERR205750	LI13	0.99988	MCAN/UZ/2007/LRC-L1313	LRC-L1313	NA	ERR205750	LRC-L1313	Central.East.Asia	UZ	Uzbekistan	NA	NA	MCAN	NA	3.66822063496555	4	DUPLICATE	NA
ERR205751	LI13	0.999871	MCAN/UZ/2007/LRC-L1311	LRC-L1311	NA	ERR205751	LRC-L1311	Central.East.Asia	UZ	Uzbekistan	NA	NA	MCAN	NA	3.59822704107409	4	DUPLICATE	NA
ERR205735	LI7	0.999874	MHOM/FR/62/LRC-L47	LRC-L47	NA	ERR205735	LRC-L47	Europe	FR	France	NA	NA	MHOM	NA	3.6677893608559	4	DUPLICATE	NA
ERR205737	LI4	0.99988	MHOM/FR/95/LPN114	LPN114	NA	ERR205737	LPN114	Europe	FR	France	NA	NA	MHOM	NA	3.67078339511918	4	DUPLICATE	NA
ERR205760	LI4	0.99988	MCAN/FR/87/RM1	RM1	NA	ERR205760	RM1	Europe	FR	France	NA	NA	MCAN	NA	3.40753261385419	3	DUPLICATE	NA
ERR205793	LI4	0.99988	MHOM/FR/90/LPN66	LPN66	NA	ERR205793	LEM1985	Europe	FR	France	NA	NA	MHOM	NA	4.18816969277615	4	DUPLICATE	NA
ERR205795	LI4	0.999875	MHOM/FR/96/LPM161	LPM161	NA	ERR205795	LEM3278	Europe	FR	France	NA	NA	MHOM	NA	3.76119160726749	4	DUPLICATE	NA
ERR3550144	LI7	0.99988	MHOM/FR/1996/LEM3249	LEM3249	NA	ERR3550144	Inf045	Europe	FR	France	NA	NA	MHOM	NA	3.4761672799372	3	DUPLICATE	NA
ERR205771	LI4	0.914129	MHOM/IT/2002/ISS2508	ISS2508	NA	ERR205771	ISS2508	Europe	IT	Italy	NA	NA	MHOM	NA	3.66167825233038	4	DUPLICATE	NA
ERR205786	LI4	0.90863	IPRF/IT/85/ISS174	ISS174	NA	ERR205786	ISS174	Europe	IT	Italy	NA	NA	IPRF	NA	3.92895468442131	4	DUPLICATE	NA
ERR205799	LI4	0.999877	MHOM/IT/2002/ISS2426	ISS2426	NA	ERR205799	ISS2426	Europe	IT	Italy	NA	NA	MHOM	NA	4.49571138108942	4	DUPLICATE	NA
ERR205738	LI4	0.974424	MHOM/PT/2000/IMT260	IMT260	NA	ERR205738	IMT260	Europe	PT	Portugal	Lisbon	NA	MHOM	Homo sapiens	3.8088396637664	4	NA	Human
ERR271200	LI4	0.99988	MCAN/PT/2005/IMT373cl1	IMT373cl1	NA	ERR271200	IMT373cl1	Europe	PT	Portugal	NA	NA	MCAN	NA	1.64038930564913	2	DUPLICATE	NA
ERR230188	LI4	0.909839	MCAN/ES/92/BCN-87	BCN-87	NA	ERR230188	BCN87	Europe	ES	Spain	NA	NA	MCAN	NA	4.11681547964383	4	DUPLICATE	NA
ERR3550118	LI7	0.99988	MHOM/ES/1987/Lombardi	Lombardi	NA	ERR3550118	Inf004	Europe	ES	Spain	NA	NA	MHOM	NA	3.68828646586534	4	DUPLICATE	NA
ERR3550132	LI7	0.99988	MHOM/ES/1992/LLM373	LLM373	NA	ERR3550132	Inf055	Europe	ES	Spain	NA	NA	MHOM	NA	3.31459471937862	3	DUPLICATE	NA
ERR205785	LI8	0.999879	MCAN/IL/2005/LRC-L1275	LRC-L1275	NA	ERR205785	LRC-L1275	Middle.East	IL	Israel	NA	NA	MCAN	NA	3.43144085813402	3	DUPLICATE	NA
ERR230189	LI8	0.99988	MCAN/IL/2011/TH5	TH5	NA	ERR230189	TH5	Middle.East	IL	Israel	NA	NA	MCAN	NA	3.79812039550388	4	DUPLICATE	NA
ERR230190	LI8	0.99988	MCAN/IL/2011/TH4	TH4	NA	ERR230190	TH4	Middle.East	IL	Israel	NA	NA	MCAN	NA	3.99468506882927	4	DUPLICATE	NA
ERR230193	LI8	0.99988	MCAN/IL/2012/NT16	NT16	NA	ERR230193	NT16	Middle.East	IL	Israel	NA	NA	MCAN	NA	3.72114458362488	4	DUPLICATE	NA
ERR304752	LI8	0.99988	MCAN/IL/2011/TH6	TH6	NA	ERR304752	TH6	Middle.East	IL	Israel	NA	NA	MCAN	NA	3.70051427462653	4	DUPLICATE	NA
ERR304753	LI13	0.99988	MCAN/IL/XX/LRC-L1312	LRC-L1312	NA	ERR304753	LRC-L1312	Middle.East	IL	Israel	NA	NA	MCAN	NA	3.44564073978915	3	DUPLICATE	NA
ERR3550152	LI8	0.99988	MHOM/IL/1989/LRC-L571	LRC-L571	NA	ERR3550152	Inf007	Middle.East	IL	Israel	NA	NA	MHOM	NA	4.39651822827175	4	DUPLICATE	NA
ERR205739	LI8	0.99988	MHOM/PS/2007/LRC-L1303	NA	NA	ERR205739	PRJEB2600	Middle.East	PS	Palestine	NA	NA	MHOM	NA	3.69032362204002	4	DUPLICATE	NA
ERR205797	LI8	0.99988	MHOM/PS/2006/LRC-L1296	NA	NA	ERR205797	PRJEB2600	Middle.East	PS	Palestine	NA	NA	MHOM	NA	3.41068415920802	3	DUPLICATE	NA
ERR3550142	LI3	0.99988	MHOM/TN/1980/IPT1	IPT1	NA	ERR3550142	Inf001	North.Africa	TN	Tunisia	NA	NA	MHOM	NA	3.05669136618174	3	DUPLICATE	NA
SRR6369631	LI4	0.999872	MHOM/TN/2010/ZK27p2	ZK27p2	NA	SRR6369631	Linf_ZK27	North.Africa	TN	Tunisia	NA	NA	MHOM	NA	4.91254968145787	4	DUPLICATE	NA
SRR11098642	LI3	0.99988	MHOM/TN/2011/ZK47	ZK47	NA	SRR11098642	ZK47	North.Africa	TN	Tunisia	NA	NA	MHOM	NA	4.07019948857174	4	DUPLICATE	NA
SRR11098643	LI3	0.99988	MHOM/TN/2011/ZK43	ZK43	NA	SRR11098643	ZK43	North.Africa	TN	Tunisia	NA	NA	MHOM	NA	4.03599131932211	4	DUPLICATE	NA
SRR11098644	LI3	0.99988	MHOM/TN/2007/LIPA60	LIPA60	NA	SRR11098644	LIPA60	North.Africa	TN	Tunisia	NA	NA	MHOM	NA	3.93371743789816	4	DUPLICATE	NA
SRR11098645	LI3	0.971294	MHOM/TN/2010/ZK25	ZK25	NA	SRR11098645	ZK25	North.Africa	TN	Tunisia	NA	NA	MHOM	NA	3.89699268596572	4	DUPLICATE	NA
SRR11098646	LI3	0.99988	MHOM/TN/2010/ZK5	ZK5	NA	SRR11098646	ZK5	North.Africa	TN	Tunisia	NA	NA	MHOM	NA	3.90848679714238	4	DUPLICATE	NA
